Token	Language	Anglicism
formar	Spn	no
la	Spn	no
banda	Spn	no
femenina	Spn	no
más	Spn	no
grande	Spn	no
de	Spn	no
la	Spn	no
Argentina	Spn	no
.	PUNCT	no
La	Spn	no
banda	Spn	no
seguirá	Spn	no
tocando	Spn	no
el	Spn	no
próximo	Spn	no
viernes	Spn	no
.	PUNCT	no
Susana	Spn	no
Trimarco	Spn	no
pide	Spn	no
justicia	Spn	no
por	Spn	no
su	Spn	no
hija	Spn	no
(	PUNCT	no
TÃ	X	no
©	X	no
lam	X	no
)	PUNCT	no
El	Spn	no
abogado	Spn	no
defensor	Spn	no
de	Spn	no
los	Spn	no
hermanos	Spn	no
María	Spn	no
Jesús	Spn	no
y	Spn	no
Víctor	Spn	no
Rivero	Spn	no
,	PUNCT	no
imputados	Spn	no
en	Spn	no
el	Spn	no
juicio	Spn	no
por	Spn	no
la	Spn	no
desaparición	Spn	no
de	Spn	no
la	Spn	no
joven	Spn	no
tucumana	Spn	no
,	PUNCT	no
pidió	Spn	no
la	Spn	no
absolución	Spn	no
de	Spn	no
sus	Spn	no
defendidos	Spn	no
al	Spn	no
considerar	Spn	no
que	Spn	no
'	PUNCT	no
no	Spn	no
hay	Spn	no
indicios	Spn	no
para	Spn	no
acusarlos	Spn	no
'	PUNCT	no
.	PUNCT	no
En	Spn	no
tanto	Spn	no
,	PUNCT	no
el	Spn	no
proceso	Spn	no
continuará	Spn	no
el	Spn	no
lunes	Spn	no
.	PUNCT	no
El	Spn	no
abogado	Spn	no
Cergio	Spn	no
Morfil	Spn	no
pidió	Spn	no
la	Spn	no
abosolución	Spn	no
de	Spn	no
María	Spn	no
Jesús	Spn	no
Rivero	Spn	no
y	Spn	no
de	Spn	no
su	Spn	no
hermano	Spn	no
Víctor	Spn	no
,	PUNCT	no
sus	Spn	no
defendidos	Spn	no
en	Spn	no
el	Spn	no
juicio	Spn	no
por	Spn	no
la	Spn	no
desaparición	Spn	no
de	Spn	no
Marita	Spn	no
Verón	Spn	no
,	PUNCT	no
ya	Spn	no
que	Spn	no
a	Spn	no
su	Spn	no
entender	Spn	no
“	PUNCT	no
no	Spn	no
hay	Spn	no
indicios	Spn	no
”	PUNCT	no
para	Spn	no
acusarlos	Spn	no
del	Spn	no
hecho	Spn	no
.	PUNCT	no
“	PUNCT	no
María	Spn	no
Jesús	Spn	no
Rivero	Spn	no
está	Spn	no
acusada	Spn	no
solo	Spn	no
por	Spn	no
haber	Spn	no
sido	Spn	no
,	PUNCT	no
hace	Spn	no
15	NUM	no
años	Spn	no
,	PUNCT	no
la	Spn	no
esposa	Spn	no
de	Spn	no
la	Spn	no
‘	PUNCT	no
Chancha	Spn	no
‘	PUNCT	no
Ale	Spn	no
”	PUNCT	no
,	PUNCT	no
aseguró	Spn	no
Morfil	Spn	no
,	PUNCT	no
quien	Spn	no
advirtió	Spn	no
que	Spn	no
“	PUNCT	no
no	Spn	no
es	Spn	no
responsabilidad	Spn	no
de	Spn	no
ella	Spn	no
”	PUNCT	no
la	Spn	no
ausencia	Spn	no
de	Spn	no
Marita	Spn	no
.	PUNCT	no
La	Spn	no
‘	PUNCT	no
Chancha	Spn	no
‘	PUNCT	no
Ale	Spn	no
es	Spn	no
supuestamente	Spn	no
uno	Spn	no
de	Spn	no
los	Spn	no
cabecillas	Spn	no
de	Spn	no
un	Spn	no
grupo	Spn	no
con	Spn	no
antecedentes	Spn	no
policiales	Spn	no
,	PUNCT	no
que	Spn	no
presidió	Spn	no
el	Spn	no
club	Spn	no
San	Spn	no
Martín	Spn	no
de	Spn	no
Tucumán	Spn	no
hasta	Spn	no
que	Spn	no
debió	Spn	no
renunciar	Spn	no
el	Spn	no
año	Spn	no
pasado	Spn	no
por	Spn	no
problemas	Spn	no
de	Spn	no
salud	Spn	no
y	Spn	no
debido	Spn	no
a	Spn	no
una	Spn	no
orden	Spn	no
de	Spn	no
detención	Spn	no
de	Spn	no
la	Spn	no
Justicia	Spn	no
provincial	Spn	no
.	PUNCT	no
El	Spn	no
abogado	Spn	no
querellante	Spn	no
José	Spn	no
D	Spn	no
‘	PUNCT	no
Antona	Spn	no
pidió	Spn	no
ayer	Spn	no
al	Spn	no
tribunal	Spn	no
que	Spn	no
reabra	Spn	no
el	Spn	no
caso	Spn	no
y	Spn	no
que	Spn	no
se	Spn	no
investigue	Spn	no
a	Spn	no
Ale	Spn	no
y	Spn	no
al	Spn	no
ex	Spn	no
gobernador	Spn	no
Julio	Spn	no
Miranda	Spn	no
,	PUNCT	no
entre	Spn	no
otros	Spn	no
,	PUNCT	no
por	Spn	no
tener	Spn	no
alguna	Spn	no
responsabilidad	Spn	no
en	Spn	no
la	Spn	no
desaparición	Spn	no
de	Spn	no
Marita	Spn	no
Verón	Spn	no
.	PUNCT	no
Sobre	Spn	no
la	Spn	no
situación	Spn	no
de	Spn	no
Víctor	Spn	no
Rivero	Spn	no
,	PUNCT	no
su	Spn	no
otro	Spn	no
defendido	Spn	no
,	PUNCT	no
sostuvo	Spn	no
que	Spn	no
“	PUNCT	no
de	Spn	no
lo	Spn	no
que	Spn	no
dijo	Spn	no
Simón	Spn	no
Nieva	Spn	no
nada	Spn	no
se	Spn	no
pudo	Spn	no
corroborar	Spn	no
”	PUNCT	no
,	PUNCT	no
y	Spn	no
resaltó	Spn	no
qu	Spn	no
e	Spn	no
“	PUNCT	no
hay	Spn	no
criterios	Spn	no
jurídicos	Spn	no
para	Spn	no
la	Spn	no
valoración	Spn	no
de	Spn	no
lo	Spn	no
que	Spn	no
son	Spn	no
las	Spn	no
declaraciones	Spn	no
de	Spn	no
los	Spn	no
testigos	Spn	no
y	Spn	no
es	Spn	no
necesario	Spn	no
que	Spn	no
cuenten	Spn	no
lo	Spn	no
que	Spn	no
hayan	Spn	no
visto	Spn	no
”	PUNCT	no
.	PUNCT	no
“	PUNCT	no
El	Spn	no
dice	Spn	no
que	Spn	no
le	Spn	no
cuentan	Spn	no
pero	Spn	no
no	Spn	no
le	Spn	no
cuenta	Spn	no
cualquier	Spn	no
persona	Spn	no
sino	Spn	no
la	Spn	no
persona	Spn	no
que	Spn	no
supuestamente	Spn	no
habría	Spn	no
cometido	Spn	no
el	Spn	no
hecho	Spn	no
(	PUNCT	no
Víctor	Spn	no
Rivero	Spn	no
)	PUNCT	no
”	PUNCT	no
,	PUNCT	no
agregó	Spn	no
.	PUNCT	no
Morfil	Spn	no
fue	Spn	no
el	Spn	no
primer	Spn	no
abogado	Spn	no
defensor	Spn	no
que	Spn	no
expuso	Spn	no
su	Spn	no
alegato	Spn	no
durante	Spn	no
el	Spn	no
juicio	Spn	no
por	Spn	no
la	Spn	no
desaparición	Spn	no
de	Spn	no
Marita	Spn	no
Verón	Spn	no
,	PUNCT	no
que	Spn	no
al	Spn	no
finalizar	Spn	no
la	Spn	no
jornada	Spn	no
pasó	Spn	no
a	Spn	no
un	Spn	no
cuarto	Spn	no
intermedio	Spn	no
hasta	Spn	no
el	Spn	no
lunes	Spn	no
.	PUNCT	no
Durante	Spn	no
su	Spn	no
exposición	Spn	no
,	PUNCT	no
Morfil	Spn	no
desvinculó	Spn	no
a	Spn	no
María	Spn	no
Jesús	Spn	no
Rivero	Spn	no
del	Spn	no
denominado	Spn	no
grupo	Spn	no
de	Spn	no
La	Spn	no
Rioja	Spn	no
,	PUNCT	no
ya	Spn	no
que	Spn	no
“	PUNCT	no
no	Spn	no
consta	Spn	no
en	Spn	no
ningún	Spn	no
registro	Spn	no
telefónico	Spn	no
prueba	Spn	no
alguna	Spn	no
de	Spn	no
comunicación	Spn	no
entre	Spn	no
mi	Spn	no
defendida	Spn	no
y	Spn	no
los	Spn	no
imputados	Spn	no
riojanos	Spn	no
”	PUNCT	no
.	PUNCT	no
El	Spn	no
letrado	Spn	no
afirmó	Spn	no
que	Spn	no
“	PUNCT	no
junto	Spn	no
a	Spn	no
mis	Spn	no
clientes	Spn	no
estamos	Spn	no
en	Spn	no
contra	Spn	no
de	Spn	no
la	Spn	no
trata	Spn	no
de	Spn	no
personas	Spn	no
y	Spn	no
entendemos	Spn	no
a	Spn	no
Susana	Spn	no
(	PUNCT	no
Trimarco	Spn	no
)	PUNCT	no
como	Spn	no
madre	Spn	no
,	PUNCT	no
pero	Spn	no
María	Spn	no
Jesus	Spn	no
también	Spn	no
es	Spn	no
madre	Spn	no
y	Spn	no
a	Spn	no
nadie	Spn	no
le	Spn	no
gusta	Spn	no
que	Spn	no
se	Spn	no
la	Spn	no
acuse	Spn	no
de	Spn	no
un	Spn	no
hecho	Spn	no
que	Spn	no
no	Spn	no
ha	Spn	no
cometido	Spn	no
”	PUNCT	no
.	PUNCT	no
No	Spn	no
faltaron	Spn	no
los	Spn	no
cuestionamientos	Spn	no
para	Spn	no
Trimarco	Spn	no
,	PUNCT	no
quien	Spn	no
,	PUNCT	no
según	Spn	no
Morfil	Spn	no
,	PUNCT	no
“	PUNCT	no
no	Spn	no
es	Spn	no
la	Spn	no
misma	Spn	no
”	PUNCT	no
que	Spn	no
cuando	Spn	no
desapareció	Spn	no
su	Spn	no
hija	Spn	no
,	PUNCT	no
y	Spn	no
el	Spn	no
manejo	Spn	no
de	Spn	no
fondos	Spn	no
de	Spn	no
la	Spn	no
Fundación	Spn	no
María	Spn	no
de	Spn	no
los	Spn	no
Angeles	Spn	no
,	PUNCT	no
destinada	Spn	no
a	Spn	no
apoyar	Spn	no
a	Spn	no
víctimas	Spn	no
de	Spn	no
trata	Spn	no
de	Spn	no
personas	Spn	no
.	PUNCT	no
“	PUNCT	no
Trimarco	Spn	no
ahora	Spn	no
tiene	Spn	no
una	Spn	no
gran	Spn	no
cuota	Spn	no
de	Spn	no
poder	Spn	no
”	PUNCT	no
,	PUNCT	no
señaló	Spn	no
.	PUNCT	no
El	Spn	no
juicio	Spn	no
continará	Spn	no
el	Spn	no
lunes	Spn	no
con	Spn	no
el	Spn	no
alegato	Spn	no
del	Spn	no
defensor	Spn	no
oficial	Spn	no
Hernán	Spn	no
Molina	Spn	no
,	PUNCT	no
que	Spn	no
representa	Spn	no
a	Spn	no
Daniela	Spn	no
Milhein	Spn	no
,	PUNCT	no
Alejandro	Spn	no
González	Spn	no
y	Spn	no
Humberto	Spn	no
Juan	Spn	no
Derobertis	Spn	no
.	PUNCT	no
Los	Spn	no
abogados	Spn	no
querellantes	Spn	no
solicitaron	Spn	no
25	NUM	no
años	Spn	no
de	Spn	no
prisión	Spn	no
para	Spn	no
los	Spn	no
hermanos	Spn	no
Rivero	Spn	no
,	PUNCT	no
Daniela	Spn	no
Milheim	Spn	no
,	PUNCT	no
María	Spn	no
Azucena	Spn	no
Márquez	Spn	no
,	PUNCT	no
Carlos	Spn	no
Luna	Spn	no
,	PUNCT	no
Lidia	Spn	no
Medina	Spn	no
y	Spn	no
Gonzalo	Spn	no
José	Spn	no
Gómez	Spn	no
,	PUNCT	no
José	Spn	no
Fernando	Spn	no
Gómez	Spn	no
.	PUNCT	no
En	Spn	no
tanto	Spn	no
,	PUNCT	no
se	Spn	no
solicitó	Spn	no
24	NUM	no
años	Spn	no
de	Spn	no
prisión	Spn	no
para	Spn	no
Humberto	Spn	no
DeRoberti	Spn	no
y	Spn	no
Andrés	Spn	no
González	Spn	no
;	PUNCT	no
23	NUM	no
años	Spn	no
y	Spn	no
siete	Spn	no
meses	Spn	no
para	Spn	no
Domingo	Spn	no
Pascual	Spn	no
Andrada	Spn	no
;	PUNCT	no
23	NUM	no
años	Spn	no
y	Spn	no
seis	Spn	no
meses	Spn	no
para	Spn	no
Mariana	Spn	no
Natalia	Spn	no
Bustos	Spn	no
,	PUNCT	no
y	Spn	no
23	NUM	no
años	Spn	no
y	Spn	no
seis	Spn	no
meses	Spn	no
Paola	Spn	no
Gaitán	Spn	no
.	PUNCT	no
TÃ	X	no
©	X	no
lam	X	no
﻿	X	no
¡	PUNCT	no
Hola	Spn	no
muchachas	Spn	no
!	PUNCT	no
|	PUNCT	no
Oh	Eng-NE	no
My	Eng-NE	no
Blog	Eng-NE	no
!	PUNCT	no
|	PUNCT	no
Revista	Spn	no
OHLALÁ	Eng-NE	no
!	PUNCT	no
Último	Spn	no
momento	Spn	no
Leer	Spn	no
en	Spn	no
obtenerNoticiaBomba	X	no
(	PUNCT	no
)	PUNCT	no
;	PUNCT	no
moda	Spn	no
actualidad	Spn	no
calidad	Spn	no
de	Spn	no
vida	Spn	no
sexo	Spn	no
&	PUNCT	no
pareja	Spn	no
belleza	Spn	no
&	PUNCT	no
salud	Spn	no
casa	Spn	no
la	Spn	no
revista	Spn	no
blogs	Eng-CS	no
oh	Eng-CS	no
my	Eng-CS	no
blog	Eng-CS	no
de	Spn	no
la	Spn	no
mama	Spn	no
de	Spn	no
mili	Spn	no
de	Spn	no
la	Spn	no
cabeza	Spn	no
!	PUNCT	no
Si	Spn	no
,	PUNCT	no
quiero	Spn	no
!	PUNCT	no
Me	Spn	no
voy	Spn	no
a	Spn	no
vivir	Spn	no
sola	Spn	no
Pipí	Spn	no
Cucú	Spn	no
¡	PUNCT	no
Hola	Spn	no
muchachas	Spn	no
!	PUNCT	no
Publicado	Spn	no
:	PUNCT	no
23	NUM	no
.	PUNCT	no
11	NUM	no
.	PUNCT	no
2012	NUM	no
|	PUNCT	no
11	NUM	no
:	PUNCT	no
16	NUM	no
Resulta	Spn	no
que	Spn	no
hablar	Spn	no
tanto	Spn	no
del	Spn	no
Ejército	Spn	no
de	Spn	no
Salvación	Spn	no
me	Spn	no
llevó	Spn	no
a	Spn	no
revolver	Spn	no
en	Spn	no
mi	Spn	no
placard	Spn	no
y	Spn	no
encontré	Spn	no
este	Spn	no
bello	Spn	no
vestido	Spn	no
que	Spn	no
alguna	Spn	no
vez	Spn	no
me	Spn	no
compré	Spn	no
en	Spn	no
una	Spn	no
feria	Spn	no
de	Spn	no
ropa	Spn	no
usada	Spn	no
por	Spn	no
Once	Spn	no
.	PUNCT	no
(	PUNCT	no
Espero	Spn	no
que	Spn	no
encontremos	Spn	no
cosas	Spn	no
de	Spn	no
este	Spn	no
estilo	Spn	no
en	Spn	no
nuestra	Spn	no
visita	Spn	no
a	Spn	no
Pompeya	Spn	no
)	PUNCT	no
.	PUNCT	no
Lo	Spn	no
usé	Spn	no
ayer	Spn	no
a	Spn	no
la	Spn	no
tarde	Spn	no
para	Spn	no
ir	Spn	no
al	Spn	no
cumpleaños	Spn	no
de	Spn	no
una	Spn	no
amiga	Spn	no
y	Spn	no
lo	Spn	no
comparto	Spn	no
hoy	Spn	no
con	Spn	no
el	Spn	no
fin	Spn	no
de	Spn	no
proponerles	Spn	no
estampados	Spn	no
florales	Spn	no
en	Spn	no
dibujos	Spn	no
y	Spn	no
colores	Spn	no
aqua	Spn	no
para	Spn	no
el	Spn	no
fin	Spn	no
de	Spn	no
semana	Spn	no
.	PUNCT	no
Me	Spn	no
acuerdo	Spn	no
,	PUNCT	no
que	Spn	no
en	Spn	no
su	Spn	no
momento	Spn	no
,	PUNCT	no
lo	Spn	no
que	Spn	no
me	Spn	no
llevó	Spn	no
a	Spn	no
elegir	Spn	no
el	Spn	no
vestido	Spn	no
fue	Spn	no
su	Spn	no
forma	Spn	no
recta	Spn	no
que	Spn	no
favorece	Spn	no
a	Spn	no
cuerpos	Spn	no
como	Spn	no
el	Spn	no
mío	Spn	no
,	PUNCT	no
su	Spn	no
material	Spn	no
de	Spn	no
seda	Spn	no
noble	Spn	no
y	Spn	no
sobre	Spn	no
todo	Spn	no
los	Spn	no
colores	Spn	no
;	PUNCT	no
la	Spn	no
paleta	Spn	no
y	Spn	no
el	Spn	no
estampado	Spn	no
me	Spn	no
hacían	Spn	no
acordar	Spn	no
a	Spn	no
una	Spn	no
de	Spn	no
las	Spn	no
últimas	Spn	no
colecciones	Spn	no
de	Spn	no
Antonio	Spn	no
Marras	Spn	no
para	Spn	no
Kenzo	Spn	no
que	Spn	no
fue	Spn	no
sin	Spn	no
dudas	Spn	no
mi	Spn	no
preferida	Spn	no
(	PUNCT	no
les	Spn	no
dejos	Spn	no
algunas	Spn	no
imágenes	Spn	no
)	PUNCT	no
.	PUNCT	no
El	Spn	no
vestido	Spn	no
es	Spn	no
recto	Spn	no
y	Spn	no
el	Spn	no
largo	Spn	no
llega	Spn	no
hasta	Spn	no
la	Spn	no
rodilla	Spn	no
,	PUNCT	no
lo	Spn	no
combiné	Spn	no
con	Spn	no
una	Spn	no
camisa	Spn	no
de	Spn	no
gasa	Spn	no
de	Spn	no
manga	Spn	no
corta	Spn	no
de	Spn	no
Clara	Spn	no
Ibarguren	Spn	no
(	PUNCT	no
gran	Spn	no
nuevo	Spn	no
básico	Spn	no
)	PUNCT	no
,	PUNCT	no
unos	Spn	no
mocasines	Eng-AdaptedAng	yes
rosa	Spn	no
con	Spn	no
apliques	Spn	no
y	Spn	no
flecos	Spn	no
en	Spn	no
dorado	Spn	no
de	Spn	no
Le	Eng-NE	no
Loup	Eng-NE	no
,	PUNCT	no
cartera	Spn	no
tipo	Spn	no
maletín	Spn	no
pequeño	Spn	no
de	Spn	no
la	Spn	no
última	Spn	no
línea	Spn	no
de	Spn	no
ropa	Spn	no
que	Spn	no
hice	Spn	no
para	Spn	no
Yagmour	Spn	no
y	Spn	no
pulseras	Spn	no
con	Spn	no
apliques	Spn	no
plásticos	Spn	no
símil	Spn	no
piedra	Spn	no
que	Spn	no
compré	Spn	no
en	Spn	no
mi	Spn	no
último	Spn	no
viaje	Spn	no
.	PUNCT	no
¿	PUNCT	no
Qué	Spn	no
planes	Spn	no
tienen	Spn	no
para	Spn	no
el	Spn	no
fin	Spn	no
de	Spn	no
semana	Spn	no
?	PUNCT	no
Yo	Spn	no
parto	Spn	no
a	Spn	no
Córdoba	Spn	no
a	Spn	no
un	Spn	no
casamiento	Spn	no
,	PUNCT	no
¡	PUNCT	no
en	Spn	no
el	Spn	no
medio	Spn	no
de	Spn	no
las	Spn	no
sierras	Spn	no
!	PUNCT	no
¡	PUNCT	no
Un	Spn	no
poco	Spn	no
de	Spn	no
montaña	Spn	no
y	Spn	no
rio	Spn	no
no	Spn	no
vendrán	Spn	no
nada	Spn	no
mal	Spn	no
!	PUNCT	no
Pásenla	Spn	no
lindo	Spn	no
,	PUNCT	no
descansen	Spn	no
y	Spn	no
si	Spn	no
están	Spn	no
paseando	Spn	no
por	Spn	no
la	Spn	no
ciudad	Spn	no
,	PUNCT	no
no	Spn	no
se	Spn	no
pierdan	Spn	no
de	Spn	no
sacar	Spn	no
fotos	Spn	no
a	Spn	no
los	Spn	no
jacarandás	Spn	no
!	PUNCT	no
¡	PUNCT	no
Saludos	Spn	no
y	Spn	no
muy	Spn	no
buenos	Spn	no
días	Spn	no
!	PUNCT	no
Lulu	Spn	no
Entradas	Spn	no
anteriores	Spn	no
¡	PUNCT	no
Hola	Spn	no
muchachas	Spn	no
!	PUNCT	no
Blanco	Spn	no
en	Spn	no
los	Spn	no
zapatos	Spn	no
Sr.	Spn	no
Amor	Spn	no
Colores	Spn	no
claros	Spn	no
,	PUNCT	no
colores	Spn	no
pastel	Spn	no
En	Spn	no
este	Spn	no
nosocomio	X	no
estÃ	X	no
¡	PUNCT	no
internada	Spn	no
la	Spn	no
mujer	Spn	no
(	PUNCT	no
archivo	Spn	no
)	PUNCT	no
.	PUNCT	no
Una	Spn	no
mujer	Spn	no
se	Spn	no
encuentra	Spn	no
internada	Spn	no
en	Spn	no
grave	Spn	no
estado	Spn	no
después	Spn	no
de	Spn	no
ser	Spn	no
rociada	Spn	no
con	Spn	no
un	Spn	no
líquido	Spn	no
inflamable	Spn	no
y	Spn	no
prendida	Spn	no
fuego	Spn	no
por	Spn	no
su	Spn	no
esposo	Spn	no
.	PUNCT	no
El	Spn	no
hombre	Spn	no
,	PUNCT	no
que	Spn	no
es	Spn	no
intensamente	Spn	no
buscado	Spn	no
por	Spn	no
la	Spn	no
policía	Spn	no
,	PUNCT	no
tiene	Spn	no
antecedentes	Spn	no
de	Spn	no
ser	Spn	no
un	Spn	no
hombre	Spn	no
violento	Spn	no
.	PUNCT	no
El	Spn	no
hecho	Spn	no
tuvo	Spn	no
lugar	Spn	no
en	Spn	no
la	Spn	no
localidad	Spn	no
bonaerense	Spn	no
de	Spn	no
Guernica	Spn	no
.	PUNCT	no
Una	Spn	no
mujer	Spn	no
resultó	Spn	no
con	Spn	no
graves	Spn	no
quemaduras	Spn	no
en	Spn	no
su	Spn	no
casa	Spn	no
de	Spn	no
la	Spn	no
localidad	Spn	no
bonaerense	Spn	no
de	Spn	no
Guernica	Spn	no
y	Spn	no
por	Spn	no
el	Spn	no
hecho	Spn	no
los	Spn	no
investigadores	Spn	no
buscan	Spn	no
a	Spn	no
su	Spn	no
marido	Spn	no
,	PUNCT	no
informaron	Spn	no
fuentes	Spn	no
judiciales	Spn	no
.	PUNCT	no
El	Spn	no
hecho	Spn	no
ocurrió	Spn	no
en	Spn	no
la	Spn	no
madrugada	Spn	no
del	Spn	no
miércoles	Spn	no
,	PUNCT	no
en	Spn	no
una	Spn	no
vivienda	Spn	no
de	Spn	no
dicha	Spn	no
localidad	Spn	no
del	Spn	no
partido	Spn	no
de	Spn	no
Presidente	Spn	no
Perón	Spn	no
,	PUNCT	no
en	Spn	no
el	Spn	no
sur	Spn	no
del	Spn	no
Gran	Spn	no
Buenos	Spn	no
Aires	Spn	no
,	PUNCT	no
donde	Spn	no
reside	Spn	no
la	Spn	no
víctima	Spn	no
,	PUNCT	no
identificada	Spn	no
por	Spn	no
la	Spn	no
Justicia	Spn	no
como	Spn	no
Silvia	Spn	no
Chaz	Spn	no
.	PUNCT	no
Fuentes	Spn	no
judiciales	Spn	no
informaron	Spn	no
que	Spn	no
la	Spn	no
mujer	Spn	no
se	Spn	no
encontraba	Spn	no
junto	Spn	no
a	Spn	no
su	Spn	no
esposo	Spn	no
,	PUNCT	no
mientras	Spn	no
el	Spn	no
hijo	Spn	no
de	Spn	no
cinco	Spn	no
años	Spn	no
de	Spn	no
la	Spn	no
pareja	Spn	no
descansaba	Spn	no
,	PUNCT	no
cuando	Spn	no
resultó	Spn	no
quemada	Spn	no
.	PUNCT	no
Tras	Spn	no
el	Spn	no
incidente	Spn	no
,	PUNCT	no
Chaz	Spn	no
fue	Spn	no
trasladada	Spn	no
al	Spn	no
Hospital	Spn	no
Cecilia	Spn	no
Grierson	Spn	no
de	Spn	no
Presidente	Spn	no
Perón	Spn	no
donde	Spn	no
está	Spn	no
internada	Spn	no
en	Spn	no
grave	Spn	no
estado	Spn	no
,	PUNCT	no
dijeron	Spn	no
los	Spn	no
informantes	Spn	no
.	PUNCT	no
Por	Spn	no
su	Spn	no
parte	Spn	no
,	PUNCT	no
el	Spn	no
esposo	Spn	no
de	Spn	no
la	Spn	no
mujer	Spn	no
,	PUNCT	no
con	Spn	no
antecedentes	Spn	no
de	Spn	no
ser	Spn	no
un	Spn	no
hombre	Spn	no
violento	Spn	no
,	PUNCT	no
se	Spn	no
encontraba	Spn	no
prófugo	Spn	no
y	Spn	no
es	Spn	no
intensamente	Spn	no
buscado	Spn	no
por	Spn	no
los	Spn	no
investigadores	Spn	no
.	PUNCT	no
Una	Spn	no
de	Spn	no
las	Spn	no
hipótesis	Spn	no
que	Spn	no
manejan	Spn	no
los	Spn	no
pesquisas	Spn	no
es	Spn	no
que	Spn	no
Chaz	Spn	no
fue	Spn	no
rociada	Spn	no
con	Spn	no
un	Spn	no
líquido	Spn	no
inflamable	Spn	no
y	Spn	no
luego	Spn	no
prendida	Spn	no
fuego	Spn	no
de	Spn	no
manera	Spn	no
intencional	Spn	no
,	PUNCT	no
y	Spn	no
otra	Spn	no
es	Spn	no
que	Spn	no
se	Spn	no
trató	Spn	no
de	Spn	no
un	Spn	no
accidente	Spn	no
.	PUNCT	no
Para	Spn	no
tratar	Spn	no
de	Spn	no
determinar	Spn	no
las	Spn	no
circunstancias	Spn	no
en	Spn	no
las	Spn	no
que	Spn	no
la	Spn	no
mujer	Spn	no
resultó	Spn	no
herida	Spn	no
,	PUNCT	no
los	Spn	no
pesquisas	Spn	no
se	Spn	no
entrevistaban	Spn	no
con	Spn	no
los	Spn	no
vecinos	Spn	no
,	PUNCT	no
agregaron	Spn	no
los	Spn	no
voceros	Spn	no
.	PUNCT	no
El	Spn	no
hecho	Spn	no
,	PUNCT	no
caratulado	Spn	no
provisoriamente	Spn	no
como	Spn	no
“	PUNCT	no
averiguación	Spn	no
de	Spn	no
ilícito	Spn	no
”	PUNCT	no
,	PUNCT	no
es	Spn	no
investigado	Spn	no
por	Spn	no
el	Spn	no
fiscal	Spn	no
Leandro	Spn	no
Heredia	Spn	no
,	PUNCT	no
de	Spn	no
la	Spn	no
Unidad	Spn	no
Funcional	Spn	no
de	Spn	no
Instrucción	Spn	no
(	PUNCT	no
UFI	Spn	no
)	PUNCT	no
descentralizada	Spn	no
de	Spn	no
Presidente	Spn	no
Perón	Spn	no
.	PUNCT	no
En	Spn	no
las	Spn	no
diligencias	Spn	no
también	Spn	no
interviene	Spn	no
el	Spn	no
personal	Spn	no
de	Spn	no
la	Spn	no
Delegación	Spn	no
Departamental	Spn	no
de	Spn	no
Investigaciones	Spn	no
(	PUNCT	no
DDI	Spn	no
)	PUNCT	no
San	Spn	no
Vicente	Spn	no
.	PUNCT	no
TÃ	X	no
©	X	no
lam	X	no
Fidel	Spn	no
llega	Spn	no
al	Spn	no
colegio	Spn	no
para	Spn	no
emitir	Spn	no
su	Spn	no
sufragio	Spn	no
.	PUNCT	no
(	PUNCT	no
Reuters	Spn	no
)	PUNCT	no
Castro	Spn	no
realizó	Spn	no
una	Spn	no
aparición	Spn	no
pública	Spn	no
en	Spn	no
medio	Spn	no
de	Spn	no
las	Spn	no
elecciones	Spn	no
parlamentarias	Spn	no
en	Spn	no
Cuba	Spn	no
y	Spn	no
remarcó	Spn	no
que	Spn	no
el	Spn	no
presidente	Spn	no
venezolano	Spn	no
se	Spn	no
encuentra	Spn	no
'	PUNCT	no
recuperándose	Spn	no
'	PUNCT	no
y	Spn	no
subrayó	Spn	no
:	PUNCT	no
'	PUNCT	no
Debemos	Spn	no
curarlo	Spn	no
'	PUNCT	no
.	PUNCT	no
El	Spn	no
presidente	Spn	no
de	Spn	no
Venezuela	Spn	no
,	PUNCT	no
Hugo	Spn	no
Chávez	Spn	no
,	PUNCT	no
quien	Spn	no
convalece	Spn	no
en	Spn	no
Cuba	Spn	no
de	Spn	no
una	Spn	no
operación	Spn	no
de	Spn	no
cáncer	Spn	no
realizada	Spn	no
el	Spn	no
último	Spn	no
11	NUM	no
de	Spn	no
diciembre	Spn	no
,	PUNCT	no
“	PUNCT	no
está	Spn	no
mucho	Spn	no
mejor	Spn	no
”	PUNCT	no
y	Spn	no
“	PUNCT	no
recuperándose	Spn	no
”	PUNCT	no
,	PUNCT	no
dijo	Spn	no
ayer	Spn	no
domingo	Spn	no
el	Spn	no
líder	Spn	no
de	Spn	no
la	Spn	no
Revolución	Spn	no
Cubana	Spn	no
,	PUNCT	no
Fidel	Spn	no
Castro	Spn	no
.	PUNCT	no
“	PUNCT	no
Está	Spn	no
mucho	Spn	no
mejor	Spn	no
,	PUNCT	no
recuperándose	Spn	no
.	PUNCT	no
Ha	Spn	no
sido	Spn	no
una	Spn	no
lucha	Spn	no
fuerte	Spn	no
,	PUNCT	no
pero	Spn	no
ha	Spn	no
ido	Spn	no
mejorando	Spn	no
.	PUNCT	no
Tenemos	Spn	no
que	Spn	no
curarlo	Spn	no
.	PUNCT	no
Chávez	Spn	no
es	Spn	no
muy	Spn	no
importante	Spn	no
para	Spn	no
su	Spn	no
país	Spn	no
y	Spn	no
para	Spn	no
América	Spn	no
Latina	Spn	no
”	PUNCT	no
,	PUNCT	no
dijo	Spn	no
Fidel	Spn	no
